Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,"Place of Birth","State of residence",581628,"(+/- 7793 )",525337,"(+/- 6801 )",559884,"(+/- 7162 )",542429,"(+/- 5989 )"
People,"Place of Birth","Different state",157496,"(+/- 7118 )",209874,"(+/- 7637 )",213674,"(+/- 7869 )",169515,"(+/- 5968 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4029,"(+/- 899 )",6706,"(+/- 1263 )",5347,"(+/- 1477 )",3064,"(+/- 637 )"
People,"Place of Birth","Foreign born",30890,"(+/- 3444 )",38885,"(+/- 3419 )",56285,"(+/- 4363 )",40668,"(+/- 2753 )"
People,Ancestry,"Total population",774043,"(+/- 1858 )",780802,"(+/- 1688 )",835190,"(+/- 1688 )",755676,"(+/- 1858 )"
People,Ancestry,American,38187,"(+/- 4012 )",39396,"(+/- 3654 )",37070,"(+/- 3389 )",32132,"(+/- 3587 )"
People,Ancestry,Arab,1906,"(+/- 1582 )",2412,"(+/- 1098 )",1692,"(+/- 932 )",1495,"(+/- 818 )"
People,Ancestry,Czech,24767,"(+/- 3130 )",11194,"(+/- 2144 )",9850,"(+/- 2010 )",7001,"(+/- 1292 )"
People,Ancestry,Danish,9033,"(+/- 1767 )",7831,"(+/- 1592 )",18396,"(+/- 2435 )",20281,"(+/- 2328 )"
People,Ancestry,Dutch,16485,"(+/- 2116 )",35426,"(+/- 4011 )",29581,"(+/- 3828 )",48581,"(+/- 3284 )"
People,Ancestry,English,50061,"(+/- 3335 )",62857,"(+/- 4613 )",67383,"(+/- 5558 )",46280,"(+/- 2903 )"
People,Ancestry,"French (except Basque)",18155,"(+/- 2578 )",18025,"(+/- 2637 )",14859,"(+/- 2331 )",14135,"(+/- 2074 )"
People,Ancestry,"French Canadian",2303,"(+/- 779 )",2052,"(+/- 658 )",2998,"(+/- 1285 )",2637,"(+/- 705 )"
People,Ancestry,German,290923,"(+/- 8795 )",231077,"(+/- 8584 )",228317,"(+/- 9069 )",270883,"(+/- 6149 )"
People,Ancestry,Greek,1198,"(+/- 697 )",2004,"(+/- 910 )",1748,"(+/- 771 )",1235,"(+/- 548 )"
People,Ancestry,Hungarian,646,"(+/- 338 )",1143,"(+/- 633 )",915,"(+/- 501 )",351,"(+/- 268 )"
People,Ancestry,Irish,109455,"(+/- 5351 )",99092,"(+/- 6690 )",106573,"(+/- 6824 )",88059,"(+/- 4360 )"
People,Ancestry,Italian,11596,"(+/- 2081 )",17653,"(+/- 2727 )",24901,"(+/- 3942 )",9695,"(+/- 1453 )"
People,Ancestry,Lithuanian,785,"(+/- 413 )",503,"(+/- 361 )",1591,"(+/- 801 )",575,"(+/- 305 )"
People,Ancestry,Norwegian,39431,"(+/- 3263 )",23310,"(+/- 3546 )",31694,"(+/- 3205 )",55102,"(+/- 4566 )"
People,Ancestry,Polish,8501,"(+/- 1807 )",11315,"(+/- 1822 )",14182,"(+/- 2799 )",9142,"(+/- 1872 )"
People,Ancestry,Portuguese,357,"(+/- 257 )",969,"(+/- 729 )",257,"(+/- 199 )",469,"(+/- 255 )"
People,Ancestry,Russian,1473,"(+/- 472 )",2723,"(+/- 1155 )",2136,"(+/- 931 )",1996,"(+/- 868 )"
People,Ancestry,Scotch-Irish,4485,"(+/- 1004 )",6196,"(+/- 1111 )",5931,"(+/- 1069 )",5449,"(+/- 1232 )"
People,Ancestry,Scottish,11657,"(+/- 1781 )",12183,"(+/- 2215 )",13567,"(+/- 2663 )",8082,"(+/- 1415 )"
People,Ancestry,Slovak,242,"(+/- 229 )",954,"(+/- 842 )",96,"(+/- 115 )",215,"(+/- 233 )"
People,Ancestry,"Subsaharan African",6442,"(+/- 2116 )",6437,"(+/- 2279 )",10581,"(+/- 2652 )",3014,"(+/- 1293 )"
People,Ancestry,Swedish,11669,"(+/- 2158 )",17627,"(+/- 2158 )",22160,"(+/- 2722 )",25143,"(+/- 2886 )"
People,Ancestry,Swiss,5007,"(+/- 1163 )",4854,"(+/- 1233 )",2226,"(+/- 1016 )",2710,"(+/- 860 )"
People,Ancestry,Ukrainian,297,"(+/- 217 )",845,"(+/- 439 )",559,"(+/- 486 )",277,"(+/- 250 )"
People,Ancestry,Welsh,5555,"(+/- 1970 )",5799,"(+/- 1170 )",5437,"(+/- 1598 )",2940,"(+/- 628 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",287,"(+/- 252 )",472,"(+/- 508 )",1014,"(+/- 864 )",774,"(+/- 495 )"
People,"Veteran Status","Civilian population 18 years and over",595654,"(+/- 1476 )",603669,"(+/- 1702 )",627413,"(+/- 1659 )",586980,"(+/- 1835 )"
People,"Veteran Status","Civilian veterans",45153,"(+/- 2505 )",47551,"(+/- 2543 )",41195,"(+/- 2712 )",44930,"(+/- 2186 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",763818,"(+/- 2742 )",769494,"(+/- 2550 )",825339,"(+/- 2472 )",743528,"(+/- 2385 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",81070,"(+/- 3791 )",88321,"(+/- 4695 )",92096,"(+/- 4758 )",87549,"(+/- 3330 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",177536,"(+/- 1371 )",176657,"(+/- 1617 )",206468,"(+/- 1528 )",167478,"(+/- 1389 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6577,"(+/- 1271 )",6997,"(+/- 1320 )",8181,"(+/- 1904 )",5967,"(+/- 1213 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",458015,"(+/- 2046 )",467350,"(+/- 2417 )",503202,"(+/- 2214 )",444990,"(+/- 2132 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",36547,"(+/- 2770 )",42610,"(+/- 3432 )",48051,"(+/- 3379 )",42978,"(+/- 2731 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",128267,"(+/- 1257 )",125487,"(+/- 1400 )",115669,"(+/- 1108 )",131060,"(+/- 1243 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",37946,"(+/- 2205 )",38714,"(+/- 2520 )",35864,"(+/- 2034 )",38604,"(+/- 2017 )"
People,"Residence 1 Year Ago","Population 1 year and over",765392,"(+/- 2081 )",771395,"(+/- 2004 )",824002,"(+/- 2427 )",746091,"(+/- 2233 )"
People,"Residence 1 Year Ago","Same house",660978,"(+/- 7141 )",654883,"(+/- 6343 )",695554,"(+/- 9910 )",643251,"(+/- 5033 )"
People,"Residence 1 Year Ago","Different house in the U.S.",101934,"(+/- 7107 )",111754,"(+/- 6296 )",126308,"(+/- 9495 )",99981,"(+/- 4226 )"
People,"Residence 1 Year Ago","Same county",57836,"(+/- 4978 )",66616,"(+/- 5579 )",71741,"(+/- 7213 )",54974,"(+/- 3855 )"
People,"Residence 1 Year Ago","Different county",44098,"(+/- 4388 )",45138,"(+/- 4074 )",54567,"(+/- 5595 )",45007,"(+/- 3492 )"
People,"Residence 1 Year Ago","Same state",27127,"(+/- 3054 )",25017,"(+/- 2916 )",32957,"(+/- 4482 )",26637,"(+/- 2807 )"
People,"Residence 1 Year Ago","Different state",16971,"(+/- 2731 )",20121,"(+/- 2957 )",21610,"(+/- 3285 )",18370,"(+/- 2507 )"
People,"Residence 1 Year Ago",Abroad,2480,"(+/- 1366 )",4758,"(+/- 1775 )",2140,"(+/- 1087 )",2859,"(+/- 954 )"
Workers,"Employment Status","Population 16 years and over",616173,"(+/- 1630 )",624603,"(+/- 2029 )",650835,"(+/- 1994 )",607086,"(+/- 2008 )"
Workers,"Employment Status","In labor force",418811,"(+/- 5409 )",406467,"(+/- 5826 )",458689,"(+/- 4662 )",397468,"(+/- 4970 )"
Workers,"Employment Status","Civilian labor force",418540,"(+/- 5421 )",406228,"(+/- 5832 )",457989,"(+/- 4717 )",397033,"(+/- 4943 )"
Workers,"Employment Status",Employed,402905,"(+/- 5827 )",389857,"(+/- 5877 )",442366,"(+/- 4608 )",384472,"(+/- 5092 )"
Workers,"Employment Status",Unemployed,15635,"(+/- 2256 )",16371,"(+/- 2512 )",15623,"(+/- 1642 )",12561,"(+/- 1474 )"
Workers,"Employment Status","Armed Forces",271,"(+/- 215 )",239,"(+/- 202 )",700,"(+/- 556 )",435,"(+/- 271 )"
Workers,"Employment Status","Not in labor force",197362,"(+/- 5472 )",218136,"(+/- 5721 )",192146,"(+/- 4521 )",209618,"(+/- 4236 )"
Workers,"Employment Status","Civilian labor force",418540,"(+/- 5421 )",406228,"(+/- 5832 )",457989,"(+/- 4717 )",397033,"(+/- 4943 )"
Workers,"Employment Status","Unemployment Rate",3.7,"(+/- 0.5 )",4.0,"(+/- 0.6 )",3.4,"(+/- 0.4 )",3.2,"(+/- 0.4 )"
Workers,"Commuting to Work","Workers 16 years and over",398355,"(+/- 5887 )",384686,"(+/- 6005 )",436610,"(+/- 4487 )",377848,"(+/- 5039 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",328983,"(+/- 6868 )",307200,"(+/- 6395 )",363361,"(+/- 5835 )",301002,"(+/- 5189 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",29009,"(+/- 2734 )",33772,"(+/- 3451 )",33082,"(+/- 2859 )",31859,"(+/- 2373 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1430,"(+/- 464 )",4196,"(+/- 1056 )",4262,"(+/- 1043 )",3779,"(+/- 999 )"
Workers,"Commuting to Work",Walked,13622,"(+/- 1779 )",14620,"(+/- 1902 )",9464,"(+/- 1814 )",13319,"(+/- 1622 )"
Workers,"Commuting to Work","Other means",4119,"(+/- 1051 )",6565,"(+/- 1221 )",5242,"(+/- 1056 )",6908,"(+/- 1496 )"
Workers,"Commuting to Work","Worked at home",21192,"(+/- 2156 )",18333,"(+/- 2194 )",21199,"(+/- 2386 )",20981,"(+/- 2013 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",19.1,"(+/- 0.4 )",19.6,"(+/- 0.5 )",20.8,"(+/- 0.5 )",18.1,"(+/- 0.4 )"
Workers,Occupation,"Civilian employed population 16 years and over",402905,"(+/- 5827 )",389857,"(+/- 5877 )",442366,"(+/- 4608 )",384472,"(+/- 5092 )"
Workers,Occupation,"Management, business, science, and arts occupations",138429,"(+/- 4444 )",137305,"(+/- 4724 )",169965,"(+/- 5616 )",129813,"(+/- 4024 )"
Workers,Occupation,"Service occupations",65240,"(+/- 3636 )",64078,"(+/- 4160 )",73026,"(+/- 4128 )",59833,"(+/- 2931 )"
Workers,Occupation,"Sales and office occupations",93784,"(+/- 4165 )",86573,"(+/- 4253 )",106357,"(+/- 4626 )",80440,"(+/- 3380 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",39483,"(+/- 3003 )",36711,"(+/- 2411 )",39940,"(+/- 2920 )",44450,"(+/- 2860 )"
Workers,Occupation,"Production, transportation, and material moving occupations",65969,"(+/- 3701 )",65190,"(+/- 3655 )",53078,"(+/- 3776 )",69936,"(+/- 3601 )"
Workers,Industry,"Civilian employed population 16 years and over",402905,"(+/- 5827 )",389857,"(+/- 5877 )",442366,"(+/- 4608 )",384472,"(+/- 5092 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",15875,"(+/- 1850 )",11397,"(+/- 1502 )",9445,"(+/- 1627 )",25366,"(+/- 1997 )"
Workers,Industry,Construction,27047,"(+/- 2570 )",26633,"(+/- 2336 )",27448,"(+/- 2136 )",27773,"(+/- 2130 )"
Workers,Industry,Manufacturing,66672,"(+/- 3552 )",65989,"(+/- 3583 )",43726,"(+/- 3472 )",60149,"(+/- 3482 )"
Workers,Industry,"Wholesale trade",10836,"(+/- 1575 )",9885,"(+/- 1545 )",12303,"(+/- 1816 )",13501,"(+/- 1593 )"
Workers,Industry,"Retail trade",48523,"(+/- 3272 )",44083,"(+/- 2957 )",54717,"(+/- 4539 )",42481,"(+/- 2938 )"
Workers,Industry,"Transportation and warehousing, and utilities",19866,"(+/- 2189 )",18254,"(+/- 1996 )",21125,"(+/- 2473 )",19076,"(+/- 1624 )"
Workers,Industry,Information,6795,"(+/- 1036 )",4640,"(+/- 911 )",7344,"(+/- 1124 )",6083,"(+/- 996 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",27987,"(+/- 2526 )",20160,"(+/- 2138 )",60585,"(+/- 3630 )",18736,"(+/- 1624 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",28531,"(+/- 2829 )",28372,"(+/- 2664 )",42039,"(+/- 3352 )",21399,"(+/- 1990 )"
Workers,Industry,"Educational services, and health care and social assistance",93968,"(+/- 4245 )",102607,"(+/- 4532 )",91214,"(+/- 4409 )",96017,"(+/- 4242 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",31328,"(+/- 2800 )",28925,"(+/- 2624 )",36268,"(+/- 2849 )",25132,"(+/- 2286 )"
Workers,Industry,"Other services, except public administration",15364,"(+/- 1939 )",16797,"(+/- 2136 )",20455,"(+/- 1982 )",15951,"(+/- 1578 )"
Workers,Industry,"Public administration",10113,"(+/- 1530 )",12115,"(+/- 1605 )",15697,"(+/- 1741 )",12808,"(+/- 1620 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",402905,"(+/- 5827 )",389857,"(+/- 5877 )",442366,"(+/- 4608 )",384472,"(+/- 5092 )"
Workers,"Class of Worker","Private wage and salary workers",330224,"(+/- 5531 )",305126,"(+/- 6604 )",368387,"(+/- 5346 )",297938,"(+/- 5248 )"
Workers,"Class of Worker","Government workers",46393,"(+/- 2972 )",60472,"(+/- 3464 )",51694,"(+/- 3182 )",55759,"(+/- 3684 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",25180,"(+/- 2672 )",23483,"(+/- 1890 )",21838,"(+/- 2294 )",30238,"(+/- 2320 )"
Workers,"Class of Worker","Unpaid family workers",1108,"(+/- 464 )",776,"(+/- 336 )",447,"(+/- 267 )",537,"(+/- 242 )"
Housing,"Housing Occupancy","Total housing units",343521,"(+/- 1445 )",346355,"(+/- 1425 )",356679,"(+/- 1027 )",351184,"(+/- 1260 )"
Housing,"Housing Occupancy","Occupied housing units",309743,"(+/- 3621 )",308314,"(+/- 3271 )",327485,"(+/- 2978 )",311963,"(+/- 3132 )"
Housing,"Housing Occupancy","Vacant housing units",33778,"(+/- 3092 )",38041,"(+/- 3159 )",29194,"(+/- 3006 )",39221,"(+/- 3194 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,"(+/- 0.4 )",1.9,"(+/- 0.5 )",1.5,"(+/- 0.5 )",1.8,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",8.3,"(+/- 1.5 )",9.6,"(+/- 1.8 )",6.4,"(+/- 1.7 )",4.9,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",309743,"(+/- 3621 )",308314,"(+/- 3271 )",327485,"(+/- 2978 )",311963,"(+/- 3132 )"
Housing,"Housing Tenure",Owner-occupied,230174,"(+/- 3908 )",216504,"(+/- 4165 )",232659,"(+/- 4219 )",221025,"(+/- 3968 )"
Housing,"Housing Tenure",Renter-occupied,79569,"(+/- 3601 )",91810,"(+/- 4183 )",94826,"(+/- 4019 )",90938,"(+/- 3349 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.49,"(+/- 0.03 )",2.56,"(+/- 0.04 )",2.62,"(+/- 0.04 )",2.43,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.21,"(+/- 0.06 )",2.19,"(+/- 0.06 )",2.19,"(+/- 0.08 )",2.04,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",309743,"(+/- 3621 )",308314,"(+/- 3271 )",327485,"(+/- 2978 )",311963,"(+/- 3132 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",79039,"(+/- 4379 )",86666,"(+/- 4079 )",98391,"(+/- 4246 )",81930,"(+/- 3189 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",68774,"(+/- 3417 )",67129,"(+/- 3060 )",75617,"(+/- 3701 )",61733,"(+/- 2663 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",74242,"(+/- 3327 )",71136,"(+/- 3307 )",81780,"(+/- 4269 )",71479,"(+/- 2650 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",38926,"(+/- 2432 )",37980,"(+/- 2563 )",36891,"(+/- 2627 )",42993,"(+/- 2250 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",21402,"(+/- 1800 )",19159,"(+/- 1342 )",15549,"(+/- 1308 )",23473,"(+/- 1480 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",27360,"(+/- 1697 )",26244,"(+/- 1726 )",19257,"(+/- 1947 )",30355,"(+/- 1526 )"
Housing,Value,"Owner-occupied units",230174,"(+/- 3908 )",216504,"(+/- 4165 )",232659,"(+/- 4219 )",221025,"(+/- 3968 )"
Housing,Value,"Less than $50,000",16959,"(+/- 1859 )",21259,"(+/- 1900 )",15669,"(+/- 1636 )",23406,"(+/- 1861 )"
Housing,Value,"$50,000 to $99,999",43754,"(+/- 2146 )",49525,"(+/- 2774 )",35270,"(+/- 2418 )",59544,"(+/- 2783 )"
Housing,Value,"$100,000 to $149,999",54708,"(+/- 2982 )",42551,"(+/- 2703 )",45456,"(+/- 2515 )",45264,"(+/- 2669 )"
Housing,Value,"$150,000 to $199,999",46950,"(+/- 2492 )",33551,"(+/- 2573 )",41633,"(+/- 2625 )",36643,"(+/- 2421 )"
Housing,Value,"$200,000 to $299,999",40294,"(+/- 2324 )",37952,"(+/- 2374 )",51613,"(+/- 2650 )",33070,"(+/- 1866 )"
Housing,Value,"$300,000 to $499,999",21647,"(+/- 1753 )",23935,"(+/- 1920 )",32313,"(+/- 2507 )",18402,"(+/- 1748 )"
Housing,Value,"$500,000 to $999,999",4757,"(+/- 852 )",6377,"(+/- 1082 )",9650,"(+/- 1261 )",3457,"(+/- 738 )"
Housing,Value,"$1,000,000 or more",1105,"(+/- 414 )",1354,"(+/- 537 )",1055,"(+/- 461 )",1239,"(+/- 398 )"
Housing,Value,"Median (dollars)",149700,"(+/- 2274 )",143300,"(+/- 4012 )",170900,"(+/- 2904 )",126500,"(+/- 3522 )"
Housing,"Mortgage Status","Owner-occupied units",230174,"(+/- 3908 )",216504,"(+/- 4165 )",232659,"(+/- 4219 )",221025,"(+/- 3968 )"
Housing,"Mortgage Status","Housing units with a mortgage",142449,"(+/- 3404 )",132328,"(+/- 4001 )",159003,"(+/- 4454 )",120402,"(+/- 3482 )"
Housing,"Mortgage Status","Housing units without a mortgage",87725,"(+/- 2971 )",84176,"(+/- 3356 )",73656,"(+/- 3347 )",100623,"(+/- 3103 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",142449,"(+/- 3404 )",132328,"(+/- 4001 )",159003,"(+/- 4454 )",120402,"(+/- 3482 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3011,"(+/- 683 )",2188,"(+/- 654 )",1595,"(+/- 511 )",4735,"(+/- 791 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",43958,"(+/- 2788 )",45714,"(+/- 2893 )",33787,"(+/- 2366 )",48681,"(+/- 2570 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",54403,"(+/- 2333 )",45866,"(+/- 2841 )",57927,"(+/- 2957 )",40891,"(+/- 2517 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",25018,"(+/- 2372 )",21129,"(+/- 1871 )",35582,"(+/- 2931 )",16058,"(+/- 1635 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",9656,"(+/- 1278 )",8657,"(+/- 1232 )",16604,"(+/- 1743 )",5931,"(+/- 876 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3388,"(+/- 743 )",4560,"(+/- 966 )",6964,"(+/- 1088 )",2336,"(+/- 564 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3015,"(+/- 658 )",4214,"(+/- 923 )",6544,"(+/- 1200 )",1770,"(+/- 510 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1204,"(+/- 23 )",1165,"(+/- 19 )",1369,"(+/- 21 )",1068,"(+/- 18 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",87725,"(+/- 2971 )",84176,"(+/- 3356 )",73656,"(+/- 3347 )",100623,"(+/- 3103 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8170,"(+/- 1394 )",7692,"(+/- 1082 )",6118,"(+/- 989 )",12927,"(+/- 1398 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",23673,"(+/- 1919 )",22610,"(+/- 1524 )",16528,"(+/- 1668 )",33221,"(+/- 2079 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",34771,"(+/- 2151 )",30981,"(+/- 2270 )",26480,"(+/- 2324 )",33625,"(+/- 1861 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14042,"(+/- 1658 )",15502,"(+/- 1565 )",14474,"(+/- 1584 )",12981,"(+/- 1404 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4384,"(+/- 862 )",4917,"(+/- 1109 )",5659,"(+/- 928 )",4504,"(+/- 1005 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2685,"(+/- 698 )",2474,"(+/- 716 )",4397,"(+/- 1055 )",3365,"(+/- 860 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",459,"(+/- 7 )",462,"(+/- 8 )",495,"(+/- 13 )",421,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",75069,"(+/- 3577 )",86912,"(+/- 4298 )",90816,"(+/- 3958 )",82647,"(+/- 3217 )"
