Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,Ancestry,Ukrainian,932,"(+/- 380 )",817,"(+/- 341 )"
People,Ancestry,Welsh,7245,"(+/- 1680 )",6215,"(+/- 1483 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",1927,"(+/- 964 )",1170,"(+/- 700 )"
People,"Veteran Status","Civilian population 18 years and over",554767,"(+/- 2893 )",525497,"(+/- 3076 )"
People,"Veteran Status","Civilian veterans",50409,"(+/- 3089 )",54319,"(+/- 2796 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",674971,"(+/- 4106 )",646678,"(+/- 4160 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",96921,"(+/- 5174 )",121751,"(+/- 4985 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",127236,"(+/- 2068 )",126290,"(+/- 2006 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7458,"(+/- 1562 )",8825,"(+/- 1451 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",416667,"(+/- 2915 )",391564,"(+/- 2890 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",47353,"(+/- 4617 )",65089,"(+/- 3998 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",131068,"(+/- 1736 )",128824,"(+/- 1634 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",42110,"(+/- 2843 )",47837,"(+/- 2797 )"
People,"Residence 1 Year Ago","Population 1 year and over",676531,"(+/- 4043 )",646060,"(+/- 3912 )"
People,"Residence 1 Year Ago","Same house",585907,"(+/- 7372 )",554229,"(+/- 6694 )"
People,"Residence 1 Year Ago","Different house in the U.S.",88366,"(+/- 5787 )",90072,"(+/- 5882 )"
People,"Residence 1 Year Ago","Same county",48879,"(+/- 4297 )",50474,"(+/- 4452 )"
People,"Residence 1 Year Ago","Different county",39487,"(+/- 4170 )",39598,"(+/- 3856 )"
People,"Residence 1 Year Ago","Same state",20697,"(+/- 2925 )",24136,"(+/- 3532 )"
People,"Residence 1 Year Ago","Different state",18790,"(+/- 2700 )",15462,"(+/- 2345 )"
People,"Residence 1 Year Ago",Abroad,2258,"(+/- 811 )",1759,"(+/- 811 )"
Workers,"Employment Status","Population 16 years and over",572199,"(+/- 3063 )",541990,"(+/- 3415 )"
Workers,"Employment Status","In labor force",380927,"(+/- 5100 )",321493,"(+/- 5556 )"
Workers,"Employment Status","Civilian labor force",379834,"(+/- 5089 )",321145,"(+/- 5563 )"
Workers,"Employment Status",Employed,364857,"(+/- 5405 )",306629,"(+/- 5785 )"
Workers,"Employment Status",Unemployed,14977,"(+/- 1915 )",14516,"(+/- 1897 )"
Workers,"Employment Status","Armed Forces",1093,"(+/- 567 )",348,"(+/- 216 )"
Workers,"Employment Status","Not in labor force",191272,"(+/- 4892 )",220497,"(+/- 5274 )"
Workers,"Employment Status","Civilian labor force",379834,"(+/- 5089 )",321145,"(+/- 5563 )"
Workers,"Employment Status","Unemployment Rate",3.9,"(+/- 0.5 )",4.5,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",359144,"(+/- 5310 )",298816,"(+/- 5834 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",280006,"(+/- 6640 )",236855,"(+/- 6462 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",30505,"(+/- 3096 )",31139,"(+/- 2812 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2901,"(+/- 830 )",918,"(+/- 482 )"
Workers,"Commuting to Work",Walked,15983,"(+/- 2508 )",10852,"(+/- 1654 )"
Workers,"Commuting to Work","Other means",6345,"(+/- 1436 )",3483,"(+/- 862 )"
Workers,"Commuting to Work","Worked at home",23404,"(+/- 2410 )",15569,"(+/- 1812 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.3,"(+/- 0.6 )",23.7,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",364857,"(+/- 5405 )",306629,"(+/- 5785 )"
Workers,Occupation,"Management, business, science, and arts occupations",146152,"(+/- 5555 )",100429,"(+/- 4535 )"
Workers,Occupation,"Service occupations",60516,"(+/- 3977 )",62325,"(+/- 4274 )"
Workers,Occupation,"Sales and office occupations",86234,"(+/- 5013 )",67188,"(+/- 3863 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34125,"(+/- 3195 )",39362,"(+/- 2701 )"
Workers,Occupation,"Production, transportation, and material moving occupations",37830,"(+/- 3354 )",37325,"(+/- 2786 )"
Workers,Industry,"Civilian employed population 16 years and over",364857,"(+/- 5405 )",306629,"(+/- 5785 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",5394,"(+/- 1149 )",9992,"(+/- 1577 )"
Workers,Industry,Construction,25747,"(+/- 2866 )",23540,"(+/- 2274 )"
Workers,Industry,Manufacturing,33642,"(+/- 2994 )",24382,"(+/- 2424 )"
Workers,Industry,"Wholesale trade",6706,"(+/- 1275 )",5730,"(+/- 1011 )"
Workers,Industry,"Retail trade",50672,"(+/- 3800 )",41008,"(+/- 3358 )"
Workers,Industry,"Transportation and warehousing, and utilities",11194,"(+/- 1350 )",12844,"(+/- 1730 )"
Workers,Industry,Information,8430,"(+/- 1586 )",4488,"(+/- 1006 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28214,"(+/- 2909 )",15250,"(+/- 2035 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",37714,"(+/- 3130 )",24874,"(+/- 2446 )"
Workers,Industry,"Educational services, and health care and social assistance",95162,"(+/- 5117 )",90190,"(+/- 4467 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",32212,"(+/- 3391 )",24981,"(+/- 2623 )"
Workers,Industry,"Other services, except public administration",16319,"(+/- 2172 )",14559,"(+/- 2198 )"
Workers,Industry,"Public administration",13451,"(+/- 1620 )",14791,"(+/- 2133 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",364857,"(+/- 5405 )",306629,"(+/- 5785 )"
Workers,"Class of Worker","Private wage and salary workers",292058,"(+/- 5824 )",235346,"(+/- 4888 )"
Workers,"Class of Worker","Government workers",40218,"(+/- 3211 )",44667,"(+/- 3060 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",32036,"(+/- 2881 )",26346,"(+/- 2204 )"
Workers,"Class of Worker","Unpaid family workers",545,"(+/- 389 )",270,"(+/- 175 )"
Housing,"Housing Occupancy","Total housing units",359829,"(+/- 1812 )",382815,"(+/- 1794 )"
Housing,"Housing Occupancy","Occupied housing units",278915,"(+/- 4288 )",262044,"(+/- 4391 )"
Housing,"Housing Occupancy","Vacant housing units",80914,"(+/- 4190 )",120771,"(+/- 4143 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.6 )",2.0,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.6,"(+/- 1.8 )",9.3,"(+/- 2.0 )"
Housing,"Housing Tenure","Occupied housing units",278915,"(+/- 4288 )",262044,"(+/- 4391 )"
Housing,"Housing Tenure",Owner-occupied,202384,"(+/- 3999 )",193425,"(+/- 3833 )"
Housing,"Housing Tenure",Renter-occupied,76531,"(+/- 3651 )",68619,"(+/- 3498 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.50,"(+/- 0.04 )",2.52,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.09,"(+/- 0.08 )",2.13,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",278915,"(+/- 4288 )",262044,"(+/- 4391 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",67921,"(+/- 3754 )",57625,"(+/- 3068 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",57967,"(+/- 3764 )",50700,"(+/- 2713 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",70869,"(+/- 3704 )",70186,"(+/- 3088 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",39801,"(+/- 2631 )",35890,"(+/- 2054 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",22139,"(+/- 2214 )",22437,"(+/- 1897 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",20218,"(+/- 1975 )",25206,"(+/- 1944 )"
Housing,Value,"Owner-occupied units",202384,"(+/- 3999 )",193425,"(+/- 3833 )"
Housing,Value,"Less than $50,000",7792,"(+/- 1269 )",19651,"(+/- 1531 )"
Housing,Value,"$50,000 to $99,999",8609,"(+/- 1301 )",39906,"(+/- 2085 )"
Housing,Value,"$100,000 to $149,999",22261,"(+/- 2255 )",40087,"(+/- 2591 )"
Housing,Value,"$150,000 to $199,999",34353,"(+/- 2602 )",36396,"(+/- 2099 )"
Housing,Value,"$200,000 to $299,999",61127,"(+/- 2830 )",34417,"(+/- 2456 )"
Housing,Value,"$300,000 to $499,999",48171,"(+/- 2496 )",17668,"(+/- 1519 )"
Housing,Value,"$500,000 to $999,999",16451,"(+/- 1698 )",4002,"(+/- 798 )"
Housing,Value,"$1,000,000 or more",3620,"(+/- 710 )",1298,"(+/- 339 )"
Housing,Value,"Median (dollars)",243400,"(+/- 3953 )",146400,"(+/- 2871 )"
Housing,"Mortgage Status","Owner-occupied units",202384,"(+/- 3999 )",193425,"(+/- 3833 )"
Housing,"Mortgage Status","Housing units with a mortgage",134225,"(+/- 4191 )",109076,"(+/- 4004 )"
Housing,"Mortgage Status","Housing units without a mortgage",68159,"(+/- 3154 )",84349,"(+/- 3112 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",134225,"(+/- 4191 )",109076,"(+/- 4004 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1987,"(+/- 578 )",3960,"(+/- 805 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",22616,"(+/- 1776 )",38846,"(+/- 2802 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",45512,"(+/- 3109 )",40439,"(+/- 2473 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",31426,"(+/- 2414 )",17134,"(+/- 1804 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",17771,"(+/- 1892 )",5626,"(+/- 1114 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7497,"(+/- 1231 )",1639,"(+/- 563 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",7416,"(+/- 1255 )",1432,"(+/- 439 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1468,"(+/- 27 )",1136,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",68159,"(+/- 3154 )",84349,"(+/- 3112 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3408,"(+/- 775 )",13621,"(+/- 1405 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",13295,"(+/- 1658 )",26119,"(+/- 2289 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",23859,"(+/- 2281 )",28387,"(+/- 2123 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14347,"(+/- 1544 )",10235,"(+/- 1437 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6235,"(+/- 1138 )",3502,"(+/- 983 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",7015,"(+/- 1220 )",2485,"(+/- 514 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",544,"(+/- 13 )",415,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",71282,"(+/- 3507 )",62380,"(+/- 3285 )"
Housing,"Gross Rent","Less than $500",10123,"(+/- 1671 )",16945,"(+/- 1827 )"
Housing,"Gross Rent","$500 to $999",31820,"(+/- 2897 )",34286,"(+/- 2675 )"
Housing,"Gross Rent","$1,000 to $1,499",22095,"(+/- 2212 )",9935,"(+/- 1734 )"
Housing,"Gross Rent","$1,500 to $1,999",4942,"(+/- 1058 )",954,"(+/- 457 )"
Housing,"Gross Rent","$2,000 to $2,499",1350,"(+/- 501 )",260,"(+/- 190 )"
Housing,"Gross Rent","$2,500 to $2,999",644,"(+/- 356 )",0,"(+/- 175 )"
Housing,"Gross Rent","$3,000 or more",308,"(+/- 297 )",0,"(+/- 175 )"
Housing,"Gross Rent","Median (dollars)",910,"(+/- 30 )",702,"(+/- 23 )"
Housing,"Gross Rent","No rent paid",5249,"(+/- 1010 )",6239,"(+/- 1036 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",278915,"(+/- 4288 )",262044,"(+/- 4391 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",12404,"(+/- 1998 )",18966,"(+/- 1592 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",14120,"(+/- 2015 )",17311,"(+/- 1696 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",24245,"(+/- 2410 )",28678,"(+/- 2309 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",24428,"(+/- 2420 )",29526,"(+/- 2303 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",32550,"(+/- 2656 )",39919,"(+/- 2699 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",53404,"(+/- 3904 )",50871,"(+/- 3255 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",40756,"(+/- 2756 )",31971,"(+/- 2320 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",45557,"(+/- 3570 )",29228,"(+/- 2284 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",15815,"(+/- 1788 )",9127,"(+/- 1383 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",15636,"(+/- 1704 )",6447,"(+/- 1277 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",64599,"(+/- 1713 )",48603,"(+/- 1219 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",83433,"(+/- 2413 )",63129,"(+/- 1995 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",674971,"(+/- 4106 )",646678,"(+/- 4160 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",628724,"(+/- 6355 )",585858,"(+/- 6233 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",511461,"(+/- 8618 )",420417,"(+/- 9791 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",213623,"(+/- 6041 )",264832,"(+/- 6638 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",46247,"(+/- 5212 )",60820,"(+/- 4310 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",135696,"(+/- 2476 )",136050,"(+/- 2389 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5955,"(+/- 1517 )",7470,"(+/- 1470 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.7,"(+/- 0.9 )",8.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.8,"(+/- 2.0 )",14.4,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.7,"(+/- 3.8 )",18.9,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.6 )",4.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.6,"(+/- 1.2 )",5.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.3,"(+/- 1.6 )",7.1,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",18.1,"(+/- 4.3 )",24.3,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.1,"(+/- 6.4 )",36.7,"(+/- 6.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.7,"(+/- 21.7 )",49.7,"(+/- 12.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,"(+/- 0.8 )",13.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.4,"(+/- 2.1 )",16.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.8,"(+/- 2.0 )",16.1,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",7.6,"(+/- 2.6 )",20.1,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.3,"(+/- 2.2 )",14.7,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.5,"(+/- 0.7 )",12.8,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,"(+/- 1.5 )",8.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.7,"(+/- 0.9 )",8.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.3,"(+/- 1.6 )",28.8,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",148625,"(+/- 3818 )",141273,"(+/- 3462 )"
Education,"School Enrollment","Nursery school, preschool",8328,"(+/- 1194 )",6168,"(+/- 1120 )"
Education,"School Enrollment",Kindergarten,6597,"(+/- 1255 )",6963,"(+/- 1092 )"
Education,"School Enrollment","Elementary school (grades 1-8)",58670,"(+/- 2213 )",57055,"(+/- 2067 )"
Education,"School Enrollment","High school (grades 9-12)",31120,"(+/- 2154 )",32366,"(+/- 1728 )"
Education,"School Enrollment","College or graduate school",43910,"(+/- 2961 )",38721,"(+/- 2438 )"
Education,"Educational Attainment","Population 25 years and over",499722,"(+/- 3269 )",472018,"(+/- 3320 )"
Education,"Educational Attainment","Less than 9th grade",11415,"(+/- 1679 )",14159,"(+/- 2240 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",21807,"(+/- 2498 )",27406,"(+/- 2112 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",135209,"(+/- 5803 )",165507,"(+/- 6236 )"
Education,"Educational Attainment","Some college, no degree",91832,"(+/- 4764 )",92584,"(+/- 4011 )"
Education,"Educational Attainment","Associate's degree",48562,"(+/- 3030 )",51652,"(+/- 2724 )"
Education,"Educational Attainment","Bachelor's degree",117832,"(+/- 4603 )",76028,"(+/- 4070 )"
Education,"Educational Attainment","Graduate or professional degree",73065,"(+/- 4303 )",44682,"(+/- 3292 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.4,"(+/- 0.6 )",91.2,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",38.2,"(+/- 1.3 )",25.6,"(+/- 1.1 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",300426,G,207750,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",636,G,2534,G
