Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,"Hispanic or Latino and Race","Total population",722287,"(+/- 3666 )",765193,"(+/- 2501 )",807421,"(+/- 4384 )",709378,"(+/- 5415 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",23341,"(+/- 1089 )",40405,"(+/- 246 )",117839,"(+/- 620 )",42179,"(+/- 1092 )"
People,"Hispanic or Latino and Race",Mexican,17331,"(+/- 1862 )",32225,"(+/- 2650 )",82015,"(+/- 6088 )",34419,"(+/- 2042 )"
People,"Hispanic or Latino and Race","Puerto Rican",937,"(+/- 495 )",1195,"(+/- 707 )",3514,"(+/- 1765 )",1342,"(+/- 1045 )"
People,"Hispanic or Latino and Race",Cuban,457,"(+/- 554 )",1096,"(+/- 1261 )",404,"(+/- 438 )",632,"(+/- 766 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",4616,"(+/- 1590 )",5889,"(+/- 2262 )",31906,"(+/- 5688 )",5786,"(+/- 1643 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",698946,"(+/- 3861 )",724788,"(+/- 2521 )",689582,"(+/- 4252 )",667199,"(+/- 5532 )"
People,"Place of Birth","Total population",722287,"(+/- 3666 )",765193,"(+/- 2501 )",807421,"(+/- 4384 )",709378,"(+/- 5415 )"
People,"Place of Birth",Native,709546,"(+/- 4148 )",732541,"(+/- 3572 )",733555,"(+/- 5748 )",688559,"(+/- 5743 )"
People,"Place of Birth","Born in United States",705530,"(+/- 4485 )",724514,"(+/- 4187 )",724792,"(+/- 5949 )",684706,"(+/- 5863 )"
People,"Place of Birth","State of residence",478657,"(+/- 8012 )",495851,"(+/- 8730 )",386020,"(+/- 8044 )",461399,"(+/- 7830 )"
People,"Place of Birth","Different state",226873,"(+/- 6883 )",228663,"(+/- 9286 )",338772,"(+/- 8931 )",223307,"(+/- 6288 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4016,"(+/- 1041 )",8027,"(+/- 1956 )",8763,"(+/- 2176 )",3853,"(+/- 1171 )"
People,"Place of Birth","Foreign born",12741,"(+/- 1718 )",32652,"(+/- 2892 )",73866,"(+/- 3574 )",20819,"(+/- 1910 )"
People,Ancestry,"Total population",722287,"(+/- 3666 )",765193,"(+/- 2501 )",807421,"(+/- 4384 )",709378,"(+/- 5415 )"
People,Ancestry,American,88358,"(+/- 5460 )",63063,"(+/- 6029 )",74507,"(+/- 6356 )",93288,"(+/- 8321 )"
People,Ancestry,Arab,880,"(+/- 701 )",3952,"(+/- 2396 )",1386,"(+/- 1175 )",136,"(+/- 167 )"
People,Ancestry,Czech,1073,"(+/- 552 )",2389,"(+/- 1224 )",3445,"(+/- 1870 )",438,"(+/- 430 )"
People,Ancestry,Danish,988,"(+/- 630 )",1371,"(+/- 698 )",2005,"(+/- 756 )",890,"(+/- 801 )"
People,Ancestry,Dutch,9400,"(+/- 2172 )",6481,"(+/- 1695 )",10525,"(+/- 2208 )",6643,"(+/- 1708 )"
People,Ancestry,English,46290,"(+/- 4151 )",56602,"(+/- 5184 )",66745,"(+/- 5874 )",44724,"(+/- 4118 )"
People,Ancestry,"French (except Basque)",11639,"(+/- 2139 )",10568,"(+/- 2056 )",14715,"(+/- 2545 )",10677,"(+/- 2250 )"
People,Ancestry,"French Canadian",1086,"(+/- 524 )",1271,"(+/- 610 )",2101,"(+/- 1062 )",2074,"(+/- 1290 )"
People,Ancestry,German,78984,"(+/- 5979 )",70837,"(+/- 5666 )",79121,"(+/- 5035 )",58614,"(+/- 5449 )"
People,Ancestry,Greek,1415,"(+/- 806 )",1494,"(+/- 844 )",1307,"(+/- 744 )",516,"(+/- 376 )"
People,Ancestry,Hungarian,557,"(+/- 418 )",562,"(+/- 492 )",878,"(+/- 521 )",100,"(+/- 110 )"
People,Ancestry,Irish,78192,"(+/- 6557 )",66435,"(+/- 6669 )",74697,"(+/- 6669 )",59798,"(+/- 4327 )"
People,Ancestry,Italian,8047,"(+/- 1937 )",15566,"(+/- 2584 )",17634,"(+/- 3050 )",9308,"(+/- 1999 )"
People,Ancestry,Lithuanian,557,"(+/- 366 )",445,"(+/- 354 )",167,"(+/- 178 )",538,"(+/- 470 )"
People,Ancestry,Norwegian,3436,"(+/- 1193 )",3366,"(+/- 1145 )",6579,"(+/- 1840 )",2842,"(+/- 1215 )"
People,Ancestry,Polish,4023,"(+/- 1006 )",6814,"(+/- 1809 )",7319,"(+/- 2235 )",4796,"(+/- 1656 )"
People,Ancestry,Portuguese,654,"(+/- 701 )",519,"(+/- 510 )",343,"(+/- 284 )",430,"(+/- 248 )"
People,Ancestry,Russian,775,"(+/- 547 )",1881,"(+/- 1545 )",1352,"(+/- 629 )",858,"(+/- 474 )"
People,Ancestry,Scotch-Irish,7269,"(+/- 1764 )",10311,"(+/- 2031 )",9238,"(+/- 2312 )",7568,"(+/- 1380 )"
People,Ancestry,Scottish,12536,"(+/- 2264 )",14150,"(+/- 2252 )",15169,"(+/- 2474 )",9487,"(+/- 2055 )"
People,Ancestry,Slovak,696,"(+/- 542 )",278,"(+/- 205 )",494,"(+/- 519 )",119,"(+/- 188 )"
People,Ancestry,"Subsaharan African",1956,"(+/- 828 )",10184,"(+/- 3885 )",903,"(+/- 1018 )",1889,"(+/- 855 )"
People,Ancestry,Swedish,3792,"(+/- 1993 )",4281,"(+/- 1379 )",4351,"(+/- 1293 )",2644,"(+/- 983 )"
People,Ancestry,Swiss,240,"(+/- 200 )",2480,"(+/- 1282 )",2838,"(+/- 1394 )",457,"(+/- 308 )"
People,Ancestry,Ukrainian,228,"(+/- 214 )",846,"(+/- 570 )",261,"(+/- 215 )",316,"(+/- 264 )"
People,Ancestry,Welsh,2135,"(+/- 690 )",3013,"(+/- 864 )",5672,"(+/- 1787 )",2877,"(+/- 1129 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",367,"(+/- 293 )",744,"(+/- 496 )",790,"(+/- 431 )",885,"(+/- 505 )"
People,"Veteran Status","Civilian population 18 years and over",553667,"(+/- 2922 )",584161,"(+/- 2134 )",605366,"(+/- 3324 )",547227,"(+/- 4193 )"
People,"Veteran Status","Civilian veterans",50666,"(+/- 3286 )",54415,"(+/- 4525 )",50793,"(+/- 3680 )",47765,"(+/- 2843 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",697533,"(+/- 4006 )",755696,"(+/- 2719 )",800417,"(+/- 4712 )",695659,"(+/- 5580 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",144750,"(+/- 5948 )",132676,"(+/- 6330 )",108392,"(+/- 5200 )",144822,"(+/- 6851 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",167123,"(+/- 2268 )",177666,"(+/- 1237 )",200892,"(+/- 2493 )",160809,"(+/- 2997 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",11604,"(+/- 1645 )",12064,"(+/- 2044 )",9629,"(+/- 1899 )",10653,"(+/- 2318 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",404644,"(+/- 2687 )",463788,"(+/- 2241 )",489648,"(+/- 3646 )",404416,"(+/- 4163 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",76225,"(+/- 4343 )",74501,"(+/- 5102 )",57106,"(+/- 4121 )",77191,"(+/- 4843 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",125766,"(+/- 1747 )",114242,"(+/- 1773 )",109877,"(+/- 2166 )",130434,"(+/- 2191 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",56921,"(+/- 2633 )",46111,"(+/- 2902 )",41657,"(+/- 2548 )",56978,"(+/- 2909 )"
People,"Residence 1 Year Ago","Population 1 year and over",712917,"(+/- 4035 )",756594,"(+/- 3019 )",796515,"(+/- 4794 )",702369,"(+/- 5510 )"
People,"Residence 1 Year Ago","Same house",589315,"(+/- 8048 )",650117,"(+/- 8486 )",659334,"(+/- 9998 )",610951,"(+/- 7898 )"
People,"Residence 1 Year Ago","Different house in the U.S.",121192,"(+/- 8399 )",103732,"(+/- 8244 )",134329,"(+/- 9873 )",90467,"(+/- 7122 )"
People,"Residence 1 Year Ago","Same county",69147,"(+/- 6202 )",60845,"(+/- 6509 )",73562,"(+/- 7858 )",50265,"(+/- 5689 )"
People,"Residence 1 Year Ago","Different county",52045,"(+/- 5412 )",42887,"(+/- 4859 )",60767,"(+/- 6262 )",40202,"(+/- 4293 )"
People,"Residence 1 Year Ago","Same state",36474,"(+/- 4359 )",27704,"(+/- 4271 )",23836,"(+/- 3002 )",28476,"(+/- 3739 )"
People,"Residence 1 Year Ago","Different state",15571,"(+/- 2776 )",15183,"(+/- 3050 )",36931,"(+/- 5750 )",11726,"(+/- 2415 )"
People,"Residence 1 Year Ago",Abroad,2410,"(+/- 1683 )",2745,"(+/- 1189 )",2852,"(+/- 1044 )",951,"(+/- 452 )"
Workers,"Employment Status","Population 16 years and over",575162,"(+/- 3193 )",605552,"(+/- 2414 )",628813,"(+/- 3917 )",565797,"(+/- 4409 )"
Workers,"Employment Status","In labor force",312314,"(+/- 4560 )",375374,"(+/- 6640 )",395245,"(+/- 6918 )",295868,"(+/- 6336 )"
Workers,"Employment Status","Civilian labor force",311052,"(+/- 4658 )",372307,"(+/- 6579 )",394374,"(+/- 6977 )",295643,"(+/- 6287 )"
Workers,"Employment Status",Employed,292304,"(+/- 5098 )",353866,"(+/- 6994 )",374788,"(+/- 6743 )",275923,"(+/- 6417 )"
Workers,"Employment Status",Unemployed,18748,"(+/- 2077 )",18441,"(+/- 2476 )",19586,"(+/- 2791 )",19720,"(+/- 2374 )"
Workers,"Employment Status","Armed Forces",1262,"(+/- 548 )",3067,"(+/- 1055 )",871,"(+/- 443 )",225,"(+/- 228 )"
Workers,"Employment Status","Not in labor force",262848,"(+/- 4764 )",230178,"(+/- 6980 )",233568,"(+/- 6999 )",269929,"(+/- 6427 )"
Workers,"Employment Status","Civilian labor force",311052,"(+/- 4658 )",372307,"(+/- 6579 )",394374,"(+/- 6977 )",295643,"(+/- 6287 )"
Workers,"Employment Status","Unemployment Rate",6.0,"(+/- 0.7 )",5.0,"(+/- 0.7 )",5.0,"(+/- 0.7 )",6.7,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",286373,"(+/- 5078 )",351739,"(+/- 7169 )",371678,"(+/- 6814 )",271876,"(+/- 6467 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",239631,"(+/- 5232 )",292992,"(+/- 7759 )",307821,"(+/- 7085 )",227809,"(+/- 6558 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",28891,"(+/- 2537 )",31184,"(+/- 3196 )",38042,"(+/- 3496 )",28297,"(+/- 2652 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",812,"(+/- 472 )",1443,"(+/- 642 )",778,"(+/- 543 )",755,"(+/- 372 )"
Workers,"Commuting to Work",Walked,4166,"(+/- 995 )",6324,"(+/- 1663 )",7334,"(+/- 1508 )",5288,"(+/- 1550 )"
Workers,"Commuting to Work","Other means",2701,"(+/- 920 )",4556,"(+/- 1561 )",3544,"(+/- 1114 )",2142,"(+/- 567 )"
Workers,"Commuting to Work","Worked at home",10172,"(+/- 1710 )",15240,"(+/- 2532 )",14159,"(+/- 2242 )",7585,"(+/- 1558 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",21.2,"(+/- 0.7 )",22.7,"(+/- 0.7 )",20.2,"(+/- 0.5 )",22.5,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",292304,"(+/- 5098 )",353866,"(+/- 6994 )",374788,"(+/- 6743 )",275923,"(+/- 6417 )"
Workers,Occupation,"Management, business, science, and arts occupations",85578,"(+/- 4362 )",137927,"(+/- 6276 )",136162,"(+/- 5388 )",81060,"(+/- 4508 )"
Workers,Occupation,"Service occupations",54380,"(+/- 3376 )",62220,"(+/- 5023 )",57397,"(+/- 3845 )",46115,"(+/- 3487 )"
Workers,Occupation,"Sales and office occupations",63957,"(+/- 3746 )",84879,"(+/- 4851 )",86512,"(+/- 4781 )",60791,"(+/- 3625 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33316,"(+/- 2888 )",26284,"(+/- 2643 )",36713,"(+/- 3618 )",33871,"(+/- 3012 )"
Workers,Occupation,"Production, transportation, and material moving occupations",55073,"(+/- 3678 )",42556,"(+/- 3713 )",58004,"(+/- 4046 )",54086,"(+/- 3940 )"
Workers,Industry,"Civilian employed population 16 years and over",292304,"(+/- 5098 )",353866,"(+/- 6994 )",374788,"(+/- 6743 )",275923,"(+/- 6417 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",13946,"(+/- 1975 )",4224,"(+/- 1069 )",5574,"(+/- 1357 )",11540,"(+/- 1539 )"
Workers,Industry,Construction,17862,"(+/- 2058 )",20749,"(+/- 2838 )",27297,"(+/- 3020 )",18987,"(+/- 2127 )"
Workers,Industry,Manufacturing,45430,"(+/- 3693 )",24971,"(+/- 2879 )",56073,"(+/- 4160 )",45536,"(+/- 3273 )"
Workers,Industry,"Wholesale trade",7032,"(+/- 1456 )",9058,"(+/- 1750 )",10738,"(+/- 2007 )",5432,"(+/- 1139 )"
Workers,Industry,"Retail trade",36785,"(+/- 3183 )",42066,"(+/- 4024 )",60256,"(+/- 4242 )",33725,"(+/- 2913 )"
Workers,Industry,"Transportation and warehousing, and utilities",19099,"(+/- 2085 )",19347,"(+/- 2579 )",22710,"(+/- 3131 )",14883,"(+/- 1989 )"
Workers,Industry,Information,4102,"(+/- 939 )",8667,"(+/- 2174 )",4505,"(+/- 1184 )",2762,"(+/- 1049 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13328,"(+/- 1656 )",25755,"(+/- 3234 )",17459,"(+/- 2498 )",11320,"(+/- 1835 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",18394,"(+/- 2298 )",30065,"(+/- 3345 )",32248,"(+/- 3078 )",18043,"(+/- 2243 )"
Workers,Industry,"Educational services, and health care and social assistance",69944,"(+/- 3771 )",100808,"(+/- 6110 )",81633,"(+/- 4889 )",65322,"(+/- 3819 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",20857,"(+/- 2511 )",30136,"(+/- 2954 )",29813,"(+/- 3394 )",22162,"(+/- 2389 )"
Workers,Industry,"Other services, except public administration",11765,"(+/- 1531 )",18431,"(+/- 2981 )",15815,"(+/- 2447 )",11813,"(+/- 1794 )"
Workers,Industry,"Public administration",13760,"(+/- 1613 )",19589,"(+/- 2580 )",10667,"(+/- 1979 )",14398,"(+/- 2058 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",292304,"(+/- 5098 )",353866,"(+/- 6994 )",374788,"(+/- 6743 )",275923,"(+/- 6417 )"
Workers,"Class of Worker","Private wage and salary workers",225578,"(+/- 5040 )",272542,"(+/- 6097 )",313066,"(+/- 7241 )",210248,"(+/- 5811 )"
Workers,"Class of Worker","Government workers",45130,"(+/- 3339 )",61079,"(+/- 4361 )",41377,"(+/- 3562 )",47875,"(+/- 4126 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",20892,"(+/- 2423 )",19096,"(+/- 2693 )",19946,"(+/- 2728 )",17081,"(+/- 2001 )"
Workers,"Class of Worker","Unpaid family workers",704,"(+/- 357 )",1149,"(+/- 709 )",399,"(+/- 252 )",719,"(+/- 410 )"
Housing,"Housing Occupancy","Total housing units",343260,"(+/- 1904 )",342372,"(+/- 1192 )",336959,"(+/- 1664 )",347518,"(+/- 2161 )"
Housing,"Housing Occupancy","Occupied housing units",283126,"(+/- 3719 )",293697,"(+/- 4178 )",301844,"(+/- 4100 )",274415,"(+/- 4766 )"
Housing,"Housing Occupancy","Vacant housing units",60134,"(+/- 3354 )",48675,"(+/- 4208 )",35115,"(+/- 3787 )",73103,"(+/- 4424 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 0.4 )",2.0,"(+/- 0.7 )",1.7,"(+/- 0.7 )",2.3,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.2,"(+/- 1.4 )",12.3,"(+/- 2.0 )",5.9,"(+/- 1.7 )",8.2,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",283126,"(+/- 3719 )",293697,"(+/- 4178 )",301844,"(+/- 4100 )",274415,"(+/- 4766 )"
Housing,"Housing Tenure",Owner-occupied,183130,"(+/- 4662 )",188615,"(+/- 4834 )",190030,"(+/- 4657 )",190624,"(+/- 4744 )"
Housing,"Housing Tenure",Renter-occupied,99996,"(+/- 4302 )",105082,"(+/- 4320 )",111814,"(+/- 5230 )",83791,"(+/- 3809 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.47,"(+/- 0.04 )",2.63,"(+/- 0.05 )",2.67,"(+/- 0.05 )",2.53,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.42,"(+/- 0.07 )",2.39,"(+/- 0.08 )",2.52,"(+/- 0.08 )",2.44,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",283126,"(+/- 3719 )",293697,"(+/- 4178 )",301844,"(+/- 4100 )",274415,"(+/- 4766 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",83942,"(+/- 4143 )",93709,"(+/- 4624 )",103943,"(+/- 5233 )",68119,"(+/- 4100 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",61733,"(+/- 3985 )",67090,"(+/- 3886 )",69846,"(+/- 4454 )",57354,"(+/- 3773 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",67511,"(+/- 3547 )",69285,"(+/- 4142 )",71503,"(+/- 4047 )",68741,"(+/- 4057 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",34379,"(+/- 2895 )",34390,"(+/- 2487 )",31803,"(+/- 2765 )",37993,"(+/- 2914 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",15837,"(+/- 1795 )",14299,"(+/- 1489 )",12600,"(+/- 1757 )",17702,"(+/- 2266 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",19724,"(+/- 1613 )",14924,"(+/- 1643 )",12149,"(+/- 1582 )",24506,"(+/- 2191 )"
Housing,Value,"Owner-occupied units",183130,"(+/- 4662 )",188615,"(+/- 4834 )",190030,"(+/- 4657 )",190624,"(+/- 4744 )"
Housing,Value,"Less than $50,000",34622,"(+/- 2471 )",14181,"(+/- 2021 )",13168,"(+/- 1748 )",40539,"(+/- 3019 )"
Housing,Value,"$50,000 to $99,999",55878,"(+/- 3555 )",36286,"(+/- 2562 )",32086,"(+/- 2440 )",56107,"(+/- 3349 )"
Housing,Value,"$100,000 to $149,999",37777,"(+/- 3010 )",44436,"(+/- 2855 )",40780,"(+/- 3236 )",34933,"(+/- 2335 )"
Housing,Value,"$150,000 to $199,999",23274,"(+/- 2073 )",36023,"(+/- 2752 )",35893,"(+/- 2660 )",25809,"(+/- 2043 )"
Housing,Value,"$200,000 to $299,999",20157,"(+/- 1980 )",32586,"(+/- 2898 )",37477,"(+/- 2978 )",21537,"(+/- 2109 )"
Housing,Value,"$300,000 to $499,999",7904,"(+/- 1363 )",16893,"(+/- 1595 )",23262,"(+/- 2338 )",7888,"(+/- 1343 )"
Housing,Value,"$500,000 to $999,999",2653,"(+/- 665 )",6788,"(+/- 1172 )",6457,"(+/- 1070 )",2970,"(+/- 830 )"
Housing,Value,"$1,000,000 or more",865,"(+/- 445 )",1422,"(+/- 573 )",907,"(+/- 391 )",841,"(+/- 553 )"
Housing,Value,"Median (dollars)",101300,"(+/- 4161 )",149400,"(+/- 3272 )",159600,"(+/- 2902 )",98500,"(+/- 3064 )"
Housing,"Mortgage Status","Owner-occupied units",183130,"(+/- 4662 )",188615,"(+/- 4834 )",190030,"(+/- 4657 )",190624,"(+/- 4744 )"
Housing,"Mortgage Status","Housing units with a mortgage",91734,"(+/- 3970 )",117441,"(+/- 4631 )",115180,"(+/- 3958 )",91813,"(+/- 4580 )"
Housing,"Mortgage Status","Housing units without a mortgage",91396,"(+/- 3920 )",71174,"(+/- 3906 )",74850,"(+/- 3356 )",98811,"(+/- 3730 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",91734,"(+/- 3970 )",117441,"(+/- 4631 )",115180,"(+/- 3958 )",91813,"(+/- 4580 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4551,"(+/- 1014 )",3203,"(+/- 1047 )",3098,"(+/- 974 )",6249,"(+/- 1316 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",50223,"(+/- 3726 )",42300,"(+/- 3441 )",40621,"(+/- 3010 )",49785,"(+/- 3269 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",24507,"(+/- 2239 )",40140,"(+/- 3548 )",40052,"(+/- 2993 )",24288,"(+/- 2315 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",7716,"(+/- 1259 )",19013,"(+/- 2481 )",17455,"(+/- 2336 )",8193,"(+/- 1499 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",2670,"(+/- 813 )",6845,"(+/- 1216 )",7896,"(+/- 1265 )",2029,"(+/- 628 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1018,"(+/- 460 )",3073,"(+/- 773 )",2354,"(+/- 894 )",563,"(+/- 366 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1049,"(+/- 490 )",2867,"(+/- 972 )",3704,"(+/- 1030 )",706,"(+/- 328 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",911,"(+/- 25 )",1140,"(+/- 27 )",1137,"(+/- 24 )",895,"(+/- 19 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",91396,"(+/- 3920 )",71174,"(+/- 3906 )",74850,"(+/- 3356 )",98811,"(+/- 3730 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",26403,"(+/- 2306 )",13962,"(+/- 1981 )",17667,"(+/- 1980 )",31110,"(+/- 2341 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",40378,"(+/- 2897 )",28534,"(+/- 2527 )",28543,"(+/- 2357 )",41090,"(+/- 2586 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",18119,"(+/- 1910 )",18597,"(+/- 1733 )",20239,"(+/- 2210 )",20342,"(+/- 1960 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",4085,"(+/- 933 )",5439,"(+/- 1086 )",5907,"(+/- 1407 )",4697,"(+/- 981 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1125,"(+/- 446 )",2140,"(+/- 867 )",1194,"(+/- 522 )",865,"(+/- 387 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1286,"(+/- 508 )",2502,"(+/- 778 )",1300,"(+/- 648 )",707,"(+/- 382 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",314,"(+/- 7 )",360,"(+/- 11 )",348,"(+/- 11 )",305,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",88270,"(+/- 4436 )",99084,"(+/- 4503 )",105707,"(+/- 5406 )",72400,"(+/- 4027 )"
