Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,12556,(+/- 1644 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,13475,(+/- 1619 )
Housing,Value,Owner-occupied units,159792,(+/- 4280 )
Housing,Value,"Less than $50,000",14950,(+/- 1987 )
Housing,Value,"$50,000 to $99,999",9557,(+/- 1350 )
Housing,Value,"$100,000 to $149,999",19387,(+/- 2296 )
Housing,Value,"$150,000 to $199,999",28736,(+/- 2413 )
Housing,Value,"$200,000 to $299,999",44171,(+/- 3011 )
Housing,Value,"$300,000 to $499,999",28848,(+/- 2484 )
Housing,Value,"$500,000 to $999,999",10234,(+/- 1358 )
Housing,Value,"$1,000,000 or more",3909,(+/- 931 )
Housing,Value,Median (dollars),214300,(+/- 5510 )
Housing,Mortgage Status,Owner-occupied units,159792,(+/- 4280 )
Housing,Mortgage Status,Housing units with a mortgage,92857,(+/- 3929 )
Housing,Mortgage Status,Housing units without a mortgage,66935,(+/- 3494 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,92857,(+/- 3929 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,1096,(+/- 526 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,17353,(+/- 2191 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",35283,(+/- 3078 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",21911,(+/- 2079 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",9269,(+/- 2020 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",4181,(+/- 1005 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",3764,(+/- 1062 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1386,(+/- 38 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,66935,(+/- 3494 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,9805,(+/- 1771 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,23921,(+/- 2411 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,21517,(+/- 1769 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,6196,(+/- 1007 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2449,(+/- 802 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",3047,(+/- 706 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),399,(+/- 12 )
Housing,Gross Rent,Occupied units paying rent,59964,(+/- 3676 )
Housing,Gross Rent,Less than $500,8116,(+/- 1491 )
Housing,Gross Rent,$500 to $999,32787,(+/- 3428 )
Housing,Gross Rent,"$1,000 to $1,499",14374,(+/- 2419 )
Housing,Gross Rent,"$1,500 to $1,999",2987,(+/- 945 )
Housing,Gross Rent,"$2,000 to $2,499",1266,(+/- 560 )
Housing,Gross Rent,"$2,500 to $2,999",124,(+/- 148 )
Housing,Gross Rent,"$3,000 or more",310,(+/- 409 )
Housing,Gross Rent,Median (dollars),832,(+/- 26 )
Housing,Gross Rent,No rent paid,6040,(+/- 1109 )
Socioeconomic,Income and Benefits (In 2017 inflationlation-adjusted dollars),Total households,225796,(+/- 3968 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"Less than $10,000",13938,(+/- 2149 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$10,000 to $14,999",8496,(+/- 1496 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$15,000 to $24,999",21016,(+/- 2440 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$25,000 to $34,999",21555,(+/- 2396 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$35,000 to $49,999",28528,(+/- 2504 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$50,000 to $74,999",43160,(+/- 3305 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$75,000 to $99,999",32394,(+/- 2532 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$100,000 to $149,999",37855,(+/- 2748 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$150,000 to $199,000",10926,(+/- 1578 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),"$200,000 or more",7928,(+/- 1321 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),Median household income (dollars),60434,(+/- 1759 )
Socioeconomic,Income and Benefits (In 2017 inflation-adjusted dollars),Mean household income (dollars),75855,(+/- 2636 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,568891,(+/- 1060 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,499176,(+/- 6618 )
Socioeconomic,Health Insurance Coverage,With private health insurance,412381,(+/- 9349 )
Socioeconomic,Health Insurance Coverage,With public coverage,160788,(+/- 6127 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,69715,(+/- 6810 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,145904,(+/- 1884 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,13930,(+/- 3008 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.6,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,12,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,11.8,(+/- 5.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,4.2,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.3,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,2.9,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",26.5,(+/- 5.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,32.9,(+/- 7.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,46.7,(+/- 18.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,11.3,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,13.3,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,13,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,15.5,(+/- 3.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,12.1,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,10.7,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.4,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,8.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,23,(+/- 2.2 )
Education,School Enrollment,Population 3 years and over enrolled in school,147108,(+/- 3758 )
Education,School Enrollment,"Nursery school, preschool",8686,(+/- 1399 )
Education,School Enrollment,Kindergarten,6748,(+/- 1555 )
Education,School Enrollment,Elementary school (grades 1-8),64674,(+/- 2533 )
Education,School Enrollment,High school (grades 9-12),30143,(+/- 2393 )
Education,School Enrollment,College or graduate school,36857,(+/- 2628 )
Education,Educational Attainment,Population 25 years and over,387700,(+/- 2182 )
Education,Educational Attainment,Less than 9th grade,7704,(+/- 1392 )
Education,Educational Attainment,"9th to 12th grade, no diploma",19649,(+/- 2715 )
Education,Educational Attainment,High school graduate (includes equivalency),114739,(+/- 5750 )
Education,Educational Attainment,"Some college, no degree",98171,(+/- 4497 )
Education,Educational Attainment,Associate's degree,40340,(+/- 3377 )
Education,Educational Attainment,Bachelor's degree,67312,(+/- 4431 )
Education,Educational Attainment,Graduate or professional degree,39785,(+/- 3147 )
Education,Educational Attainment,Percent high school graduate or higher,92.9,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,27.6,(+/- 1.2 )
,,,,
Source: 2017 American Community Survey 1-Year Estimates,,,,
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.",,,,
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.",,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,
An '(X)' means that the estimate is not applicable or not available,,,,
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.",,,,
,,,,
Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,208440,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",274.01,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",18876,G
Business,Paid employees for pay period including March 12,Utilities,2616,J
Business,Paid employees for pay period including March 12,Construction,18597,G
Business,Paid employees for pay period including March 12,Manufacturing,9183,G
Business,Paid employees for pay period including March 12,Wholesale trade,7910,G
Business,Paid employees for pay period including March 12,Retail trade,31157,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,10332,G
Business,Paid employees for pay period including March 12,Information,3945,G
Business,Paid employees for pay period including March 12,Finance and insurance,6668,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,4516,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",9720,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1063,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,6135,G
Business,Paid employees for pay period including March 12,Educational services,2033,G
Business,Paid employees for pay period including March 12,Health care and social assistance,33429,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",4871,H
Business,Paid employees for pay period including March 12,Accommodation and food services,28484,G
Business,Paid employees for pay period including March 12,Other services (except public administration),8470,G
Business,Paid employees for pay period including March 12,Industries not classified,161,J
Business,"Annual payroll ($1,000)",Total for all sectors,9303969,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",8191,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1537402,G
Business,"Annual payroll ($1,000)",Utilities,239826,J
Business,"Annual payroll ($1,000)",Construction,967549,G
Business,"Annual payroll ($1,000)",Manufacturing,618321,G
Business,"Annual payroll ($1,000)",Wholesale trade,473679,G
Business,"Annual payroll ($1,000)",Retail trade,859863,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,489652,G
Business,"Annual payroll ($1,000)",Information,184065,G
Business,"Annual payroll ($1,000)",Finance and insurance,382886,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,204838,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",523194,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,90097,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,221600,G
Business,"Annual payroll ($1,000)",Educational services,56438,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1504413,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",103020,G
Business,"Annual payroll ($1,000)",Accommodation and food services,571038,G
Business,"Annual payroll ($1,000)",Other services (except public administration),265885,G
Business,"Annual payroll ($1,000)",Industries not classified,2012,G
Business,Total Establishments,Total for all sectors,20966,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",87,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",734,X
Business,Total Establishments,Utilities,135,X
Business,Total Establishments,Construction,2709,X
Business,Total Establishments,Manufacturing,561,X
Business,Total Establishments,Wholesale trade,828,X
Business,Total Establishments,Retail trade,2645,X
Business,Total Establishments,Transportation and warehousing,918,X
Business,Total Establishments,Information,387,X
Business,Total Establishments,Finance and insurance,1053,X
Business,Total Establishments,Real estate and rental and leasing,1176,X
Business,Total Establishments,"Professional, scientific, and technical services",2286,X
Business,Total Establishments,Management of companies and enterprises,102,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1043,X
Business,Total Establishments,Educational services,185,X
Business,Total Establishments,Health care and social assistance,1968,X
Business,Total Establishments,"Arts, entertainment, and recreation",443,X
Business,Total Establishments,Accommodation and food services,1812,X
Business,Total Establishments,Other services (except public administration),1826,X
Business,Total Establishments,Industries not classified,68,X
,,,,
Source: 2016 County Business Patterns for Congressional Districts,,,,
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.",,,,
2. Industries not classified - Industry could not be determined.,,,,
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts.",,,,
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district.",,,,
5. Disclosure and Quality Indicator Flag Definitions:,,,,
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,
J Cell value changed by 5 percent or more by the application of noise,,,,
S Cell value withheld because it did not meet publication standards,,,,
N Not available or not comparable,,,,
X Not applicable,,,,
a 0 to 19 employees,,,,
b 20 to 99 employees,,,,
c 100 to 249 employees,,,,
e 250 to 499 employees,,,,
f 500 to 999 employees,,,,
"g 1,000 to 2,499 employees",,,,
"h 2,500 to 4,999 employees",,,,
"i 5,000 to 9,999 employees",,,,
"j 10,000 to 24,999 employees",,,,
"l 50,000 to 99,999 employees",,,,
"m 100,000 employees or more",,,,
